ResponseTimestamp,VehicleRef,Latitude,Longitude,Destination,Origin
2024-04-24T08:59:50.354-04:00,MTA NYCT_9462,40.821272,-73.936133,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9579,40.733803,-73.989853,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9468,40.790148,-73.952032,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9565,40.735906,-73.99368,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9582,40.7311,-73.990429,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9488,40.753424,-73.980915,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9473,40.730823,-73.99297,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9489,40.761882,-73.97475,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9495,40.809943,-73.939678,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9586,40.821593,-73.9369,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9583,40.796206,-73.949703,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9576,40.786422,-73.956843,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9578,40.744482,-73.985342,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T08:59:50.354-04:00,MTA NYCT_9482,40.760278,-73.973823,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T08:59:50.354-04:00,MTA NYCT_9575,40.750593,-73.980889,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9490,40.778243,-73.962812,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9573,40.770228,-73.966562,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9469,40.810667,-73.937073,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T08:59:50.354-04:00,MTA NYCT_9484,40.753019,-73.981214,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T08:59:50.354-04:00,MTA NYCT_9499,40.735548,-73.993934,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9468,40.790342,-73.95189,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9498,40.720696,-73.997726,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9462,40.821272,-73.936133,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9565,40.735841,-73.993725,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9582,40.7311,-73.990429,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9489,40.761845,-73.974776,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9473,40.730823,-73.99297,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9477,40.767194,-73.970868,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9469,40.811805,-73.936301,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9586,40.821593,-73.9369,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9490,40.777393,-73.96343,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
